"","State","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"149","Gujarat","District Bharuch (21), Gujarat (24)",1370656,713676,656980,"19.32","1018096","352560",NA,NA,282677,5,921,917,"444043","32.4",875519,508240,367279,74.41,82.98,65.11,875519,7217,245062,242665,125810,203903,49957,136360,298528,838899,96869,570693,469551,101142,799963,"1.Mahyavansi etc.",36190,"2.Bhambi etc.",13803,"3.Bhangi etc.",9119,"1.Hindus",1059796,"2.Muslims",293459,"3.Christians",8824,"1.Bhil etc.","371566","2.Dubla etc.","58624","3.Gamit etc.","3695","1.Bharuch (M)",148140,"2.Anklesvar (M)",67569,"3.Jambusar (M)",38778,657,657,654,656,"3","2",644,"-","136","5","403","31","211",539,"582","600","274",53.9,43.5,2.6
"150","Gujarat","District Surat (22), Gujarat (24)",4995174,2722539,2272635,"47.04","1999357","2995817",NA,NA,1027843,5,835,871,"1408270","28.19",3206404,1914423,1291981,74.65,81.51,66.36,3206404,21145,749869,897529,499495,847536,189593,488467,1040002,3201010,265695,2182509,1981266,201243,2812665,"1.Mahyavansi etc.",87597,"2.Bhambi etc.",26297,"3.Mahar etc.",18545,"1.Hindus",4350795,"2.Muslims",447951,"3.Jains",86607,"1.Gamit etc.","325461","2.Bhil etc.","309253","3.Chaudhri","277380","1.Surat (M Corp) (Part)",2433835,"2.Surat (M Corp.)",2433835,"3.Bardoli (M)",51946,1167,1167,1167,1165,"142","86",1134,"-","239","9","1040","71","484",873,"1040","1036","706",66.4,30.8,2.8
"151","Gujarat","District The Dangs (23), Gujarat (24)",186729,93974,92755,"29.58","186729","-",NA,NA,36498,5,987,974,"175079","93.76",89586,53339,36247,59.65,70.68,48.51,89586,1047,38529,25573,11049,11161,2217,26723,50300,99392,10314,92993,68599,24394,93736,"1.Bhambi etc.",279,"2.Mahar etc.",210,"3.Bhangi etc.",149,"1.Hindus",165436,"2.Christians",17760,"3.Muslims",2792,"1.Kokna etc.","48917","2.Bhil etc.","45901","3.Kunbi","43292","No Urban Area",NA,NA,NA,NA,NA,311,311,311,311,"251","34",309,"-","25","1","258","9","48",78,"211","185","297",7.9,89.2,2.9
"152","Gujarat","District Navsari",1229463,628988,600475,"13.22","893110","336353",NA,NA,257161,5,955,915,"591164","48.08",819146,456108,363038,75.83,82.77,68.61,819146,5025,199422,204846,130100,227515,51890,105347,246389,779087,98640,545215,457002,88213,684248,"1.Mahyavansi etc.",23039,"2.Bhambi etc.",9439,"3.Bhangi etc.",2928,"1.Hindus",1135525,"2.Muslims",69972,"3.Jains",13575,"1.Dhodia","214175","2.Dubla etc.","159445","3.Kokna etc.","114186","1.Navsari (M)",134017,"2.Vijalpor (M)",53913,NA,NA,374,374,374,374,"8","8",368,"-","148","2","268","30","224",353,"371","365","205",57.6,40.4,2
"153","Gujarat","District Valsad (25), Gujarat (24)",1410553,734799,675754,"29.66","1029392","381161",NA,NA,289159,5,920,933,"772405","54.76",833257,489578,343679,69.15,77.9,59.62,833257,8035,206715,200325,133866,225426,58659,145699,302177,870571,92106,650257,503333,146924,760296,"1.Mahyavansi etc.",22261,"2.Bhambi etc.",8410,"3.Bhangi etc.",1863,"1.Hindus",1300005,"2.Muslims",66440,"3.Christians",15399,"1.Dhodia","257959","2.Varli","211937","3.Kokna etc.","123452","1.Vapi (M)",71406,"2.Valsad (M)",68679,"3.Pardi (M)",25275,450,450,450,425,"139","11",449,"-","115","1","303","31","237",293,"383","347","267",53.1,44.3,2.6
"154","Haryana","District Panchkula * (01), Haryana (06)",468411,256939,211472,"51.16","260016",NA,NA,NA,92593,5,823,828,"-","-",297795,178592,119203,74,80.87,65.65,297795,3801,50241,64345,41250,89592,48484,45405,101024,287808,34174,178644,150353,28291,289767,"1.Chamar etc.",34742,"2.Balmiki etc.",17167,"3.Kabirpanthi etc.",7519,"1.Hindus",410120,"2.Sikhs",36194,"3.Muslims",18297,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Panchkula Urban Estate (EO)",140925,"2.Kalka (MC)",30830,"3.Pinjore (MC)",25410,224,222,222,224,"152",NA,193,"93","84","2","86","2","37",136,"136","205","50",76,17.2,6.8
"155","Haryana","District Ambala (02), Haryana (06)",1014411,542977,471434,"25.69","657383",NA,NA,NA,184319,6,868,781,"-","-",662789,384828,277961,75.31,82.31,67.39,662789,5297,113292,177353,115883,192036,58843,91763,226242,608815,87591,324521,275648,48873,689890,"1.Chamar etc.",161057,"2.Balmiki etc.",50960,"3.Bazigar",10052,"1.Hindus",856193,"2.Sikhs",132463,"3.Muslims",17263,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Ambala (M Cl )",139279,"2.Ambala Sadar (M Cl )",106568,"3.Ambala Cantt. (CB)",61748,482,482,482,479,"26",NA,432,"188","216","4","204","17","73",408,"370","478","79",73.9,19.6,6.5
"156","Haryana","District Yamunanagar (03), Haryana (06)",1041630,559444,482186,"21.84","648608",NA,NA,NA,183238,6,862,805,"-","-",638711,375462,263249,71.63,78.82,63.39,638711,8954,126259,182389,113863,165121,42063,102685,245320,608700,84925,336533,280728,55805,705097,"1.Chamar etc.",198947,"2.Balmiki etc.",37462,"3.Generic Castes etc.",4472,"1.Hindus",849255,"2.Muslims",104073,"3.Sikhs",83524,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Yamunanagar (M Cl )",189696,"2.Jagadhri (M Cl )",101290,"3.Sasauli (CT)",15754,613,613,613,607,"97",NA,483,"161","157","-","248","16","119",437,"246","596","544",65.8,22.7,11.5
"157","Haryana","District Kurukshetra (04), Haryana (06)",825454,442328,383126,"23.72","609943",NA,NA,NA,142950,6,866,771,"-","-",494873,293615,201258,69.88,78.06,60.61,494873,5270,108187,143229,82975,122395,32775,80359,194974,483884,66237,308392,250596,57796,517062,"1.Chamar etc.",68433,"2.Balmiki etc.",51939,"3.Bazigar",18195,"1.Hindus",675381,"2.Sikhs",135545,"3.Muslims",12028,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Thanesar (M Cl )",119687,"2.Shahbad (MC)",37289,"3.Pehowa (MC)",33564,407,402,402,406,"135",NA,385,"139","109","-","179","18","103",365,"262","407","89",67.4,27.8,4.8
"158","Haryana","District Kaithal (05), Haryana (06)",946131,510513,435618,"20.95","762649",NA,NA,NA,164258,6,853,790,"-","-",472563,296857,175706,59.02,69.15,47.31,472563,6201,126436,143353,76312,100857,19385,98741,239059,529982,78349,372011,268127,103884,574120,"1.Chamar etc.",92454,"2.Balmiki etc.",68083,"3.Bazigar",16769,"1.Hindus",848765,"2.Sikhs",88700,"3.Muslims",6777,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Kaithal (M Cl )",117285,"2.Cheeka (MC)",32128,"3.Kalayat (MC)",17051,270,270,270,270,"38","37",261,"147","185","2","160","19","118",228,"228","270","189",38.4,58.5,3.1
"159","Haryana","District Karnal (06), Haryana (06)",1274183,683368,590815,"23.13","936341",NA,NA,NA,224230,6,865,808,"-","-",732609,440070,292539,67.74,76.29,57.97,732609,8113,166169,208280,123098,180013,46851,130815,317912,729685,95771,455455,355466,99989,818728,"1.Chamar etc.",110742,"2.Balmiki etc.",83545,"3.Generic Castes etc.",8441,"1.Hindus",1125279,"2.Sikhs",123160,"3.Muslims",22614,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Karnal (M Cl )",207640,"2.Gharaunda (MC)",30172,"3.Assandh (MC)",22707,422,422,422,422,"46",NA,385,"188","170","1","186","23","122",314,"305","414","205",55.3,40,4.7
"160","Haryana","District Panipat (07), Haryana (06)",967449,528860,438589,"38.57","575369",NA,NA,NA,174388,6,829,808,"-","-",559478,346329,213149,69.17,78.5,57.97,559478,6963,122396,147276,96105,151277,35403,107680,248244,546535,64990,382801,289013,93788,584648,"1.Chamar etc.",63662,"2.Balmiki etc.",39509,"3.Dhanak",12912,"1.Hindus",873593,"2.Muslims",59696,"3.Sikhs",27437,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Panipat (M Cl )",261740,"2.Panipat Taraf Makhdum Zadgan (3C5T,)155",NA,"3.Panipat Taraf Ansar(CT)",31279,179,179,179,179,"89",NA,168,"110","104","2","116","14","85",155,"144","171","79",60.8,35.8,3.4
"161","Haryana","District Sonipat (08), Haryana (06)",1279175,695723,583452,"22.36","957800",NA,NA,NA,223342,6,839,788,"-","-",788105,486601,301504,72.79,83.06,60.68,788105,9201,161024,193323,133517,247039,43912,134152,319274,719781,105968,523031,383449,139582,756144,"1.Chamar etc.",108075,"2.Dhanak",58888,"3.Balmiki etc.",48623,"1.Hindus",1234225,"2.Muslims",31954,"3.Jains",6729,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Sonipat (M Cl)",214974,"2.Gohana (MC)",48532,"3.Ganaur (MC)",29006,323,323,323,323,"50","50",316,"232","255","2","248","22","157",291,"286","320","185",57.3,41,1.6
"162","Haryana","District Jind (09), Haryana (06)",1189827,642282,547545,"21.35","948250",NA,NA,NA,204942,6,852,818,"-","-",622654,397972,224682,62.12,73.82,48.51,622654,9882,161970,181858,98902,145996,23995,126722,305862,659697,97546,521946,372049,149897,667881,"1.Chamar etc.",118677,"2.Balmiki etc.",72030,"3.Dhanak",33493,"1.Hindus",1134539,"2.Sikhs",29159,"3.Muslims",20618,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Jind (M Cl )",135855,"2.Narwana (MC)",50435,"3.Safidon (MC)",27541,306,306,306,306,"123",NA,300,"210","200","-","247","28","121",280,"265","306","75",22.6,76.1,1.3
"163","Haryana","District Fatehabad * (10), Haryana (06)",806158,427862,378296,"24.76","664001",NA,NA,NA,142017,6,884,828,"-","-",392178,243492,148686,57.98,68.22,46.53,392178,9522,110228,120062,59284,78653,14390,87207,208122,446652,64177,362975,261623,101352,443183,"1.Chamar etc.",83816,"2.Od",30377,"3.Balmiki etc.",26195,"1.Hindus",660331,"2.Sikhs",136660,"3.Muslims",6554,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Fatehabad (MC)",59917,"2.Tohana (MC)",51519,"3.Ratia (MC)",23826,243,243,243,241,"34","30",237,"152","128","1","143","16","84",203,"220","242","143",56.4,29.1,14.4
"164","Haryana","District Sirsa (11), Haryana (06)",1116649,593245,523404,"22.96","823184",NA,NA,NA,194809,6,882,817,"-","-",574624,350958,223666,60.55,70.05,49.93,574624,10952,153153,172232,90443,120460,27303,112757,280947,632111,90834,475571,363946,111625,641078,"1.Chamar etc.",85984,"2.Mazhabi",64188,"3.Dhanak",36454,"1.Hindus",801747,"2.Sikhs",302942,"3.Muslims",7056,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Sirsa (M Cl )",160735,"2.Mandi Dabwali (MC)",53811,"3.Ellenabad (MC)",32795,321,321,321,318,"59","38",312,"157","123","4","197","28","132",250,"300","310","142",59.3,15.7,25
"165","Haryana","District Hisar (12), Haryana (06)",1537117,830520,706597,"27.06","1138999",NA,NA,NA,272738,6,851,831,"-","-",842302,536521,305781,64.83,76.57,51.08,842302,11521,206809,228924,131189,214909,48813,160417,389819,871309,115572,665572,516817,148755,871545,"1.Chamar etc.",158860,"2.Dhanak",73850,"3.Balmiki etc.",54245,"1.Hindus",1497776,"2.Muslims",17431,"3.Sikhs",14617,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Hisar (M Cl )",256689,"2.Hansi (M Cl)",75747,"3.Barwala (MC)",33132,272,272,272,272,"81",NA,260,"223","269","2","219","30","172",233,"262","272","21",48.5,46.2,5.3
"166","Haryana","District Bhiwani (13), Haryana (06)",1425022,758253,666769,"22.45","1154629",NA,NA,NA,246742,6,879,840,"-","-",809896,510805,299091,67.45,80.26,53,809896,13158,190479,227844,135464,207427,35372,153417,362400,789684,119521,609320,425210,184110,815702,"1.Chamar etc.",157536,"2.Dhanak",73299,"3.Balmiki etc.",29786,"1.Hindus",1407363,"2.Muslims",12740,"3.Sikhs",2542,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Bhiwani (M Cl )",169531,"2.Charkhi Dadri (MC)",44895,"3.Bawani Khera (MC)",17424,437,437,437,437,"82",NA,429,"321","363","1","252","55","235",324,"419","436","178",70.5,25.6,3.8
"167","Haryana","District Rohtak (14), Haryana (06)",940128,509038,431090,"20.99","610524",NA,NA,NA,167593,6,847,798,"-","-",592485,360566,231919,73.72,83.23,62.59,592485,8102,112757,141601,100047,182301,47537,92528,223019,538188,86393,371073,288225,82848,569055,"1.Chamar etc.",77210,"2.Dhanak",51924,"3.Balmiki etc.",39889,"1.Hindus",924541,"2.Muslims",5665,"3.Sikhs",5079,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Rohtak (M Cl )",286807,"2.Maham(MC)",18174,"3.Kalanaur (MC)",16853,146,146,146,146,"24",NA,130,"117","140","2","118","17","82",135,"134","145","63",57.6,40,2.4
"168","Haryana","District Jhajjar * (15), Haryana (06)",880072,476475,403597,"24.09","684975",NA,NA,NA,158075,6,847,800,"-","-",541635,335836,205799,72.38,83.27,59.65,541635,5383,104085,139426,100081,167785,24836,90743,210661,501303,77365,388715,276208,112507,491357,"1.Chamar etc.",85417,"2.Dhanak",33359,"3.Balmiki etc.",29097,"1.Hindus",869258,"2.Muslims",8311,"3.Sikhs",1281,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Bahadurgarh (M Cl )",119846,"2.Jhajjar (MC)",39002,"3.Beri (MC)",16162,247,247,247,246,"137",NA,238,"164","150","3","150","26","104",181,"200","247","247",78.3,19.8,1.8
"169","Haryana","District Mahendragarh (16), Haryana (06)",812521,423578,388943,"19.09","702885",NA,NA,NA,135218,6,918,817,"-","-",478296,299145,179151,69.89,84.72,54.08,478296,5119,106547,138412,91716,117411,19064,87680,206469,443044,75328,351864,204704,147160,460657,"1.Chamar etc.",80615,"2.Dhanak",33533,"3.Balmiki etc.",6732,"1.Hindus",805991,"2.Muslims",3434,"3.Sikhs",2026,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Narnaul (M Cl)",62077,"2.Mahendragarh (MC)",24323,"3.Kanina (MC)",10195,368,368,368,368,"228",NA,350,"164","121","1","190","17","100",233,"288","367","199",93.8,3.7,2.5
"170","Haryana","District Rewari (17), Haryana (06)",765351,403034,362317,"25.24","629177",NA,NA,NA,135560,6,899,811,"-","-",488190,299560,188630,75.25,88.45,60.83,488190,5104,94485,126813,93964,141258,26537,80482,183830,435170,65869,333622,204855,128767,431729,"1.Chamar etc.",98696,"2.Dhanak",17974,"3.Balmiki etc.",16240,"1.Hindus",758328,"2.Muslims",3194,"3.Sikhs",1668,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Rewari (M Cl )",100684,"2.Dharuhera (CT)",18892,"3.Bawal (MC)",12144,397,397,397,397,"62","52",379,"165","151","3","175","10","104",266,"316","396","225",93.6,3.9,2.5
"171","Haryana","District Gurgaon (18), Haryana (06)",1660289,886451,773838,"44.64","1291285",NA,NA,NA,273881,6,873,857,"-","-",834693,538508,296185,62.91,76.17,47.78,834693,18447,195476,202181,129579,212394,76434,231670,461813,854542,112264,629658,464644,165014,1030631,"1.Chamar etc.",103147,"2.Balmiki etc.",36980,"3.Kori etc.",13082,"1.Hindus",1026542,"2.Muslims",617918,"3.Sikhs",6672,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Gurgaon (M Cl )",172955,"2.Sohna (MC)",27570,"3.Ferozepur Jhirka (MC)",17755,694,694,694,693,"606",NA,642,"228","186","2","203","24","144",307,"443","677","301",86,5.9,8.1
"172","Haryana","District Faridabad (19), Haryana (06)",2194586,1193063,1001523,"48.47","973242",NA,NA,NA,391426,6,839,849,"-","-",1269801,804492,465309,70.03,81.52,56.31,1269801,18992,277239,287742,204851,354094,126692,258516,581250,1213106,141714,785762,609663,176099,1408824,"1.Chamar etc.",191062,"2.Balmiki etc.",54487,"3.Kori etc.",34611,"1.Hindus",1896698,"2.Muslims",247293,"3.Sikhs",36005,"No Scheduled Tribes in this area",NA,NA,NA,NA,NA,"1.Faridabad (M Corp.)",1055938,"2.Palwal (M Cl )",100722,"3.Hodal (MC)",38309,413,413,413,413,"131",NA,376,"185","161","1","188","27","140",181,"254","395","221",87.9,7.3,4.8
"173","HP","District Chamba (01), Himachal Pradesh (02)",460887,235218,225669,"17.09","426345","34542",NA,NA,87029,5,959,954,"117569","25.51",246169,152533,93636,62.91,76.41,48.85,246169,4354,72121,75341,34228,51105,8997,48539,114767,263226,34355,230452,128452,102000,230435,"1.Hali",32698,"2.Sipi",16907,"3.Chamar etc.",10416,"1.Hindus",428134,"2.Muslims",26801,"3.Sikhs",2497,"1.Gaddi","91789","2.Pangwala","15875","3.Gujjar","8302","1.Chamba (M Cl)",20327,"2.Dalhousie (M Cl)",7425,"3.Chuari Khas (NP)",3016,1118,1118,1108,1111,"962","-",852,"290","172","2","300","28","199",483,"402","333","571",61.5,37,1.5
"174","HP","District Kangra (02), Himachal Pradesh (02)",1339030,661254,677776,"14.01","1266745","72285",NA,NA,272487,5,1025,835,"1597","0.12",940505,500383,440122,80.08,87.54,73.01,940505,11092,163622,259382,174315,287036,44916,116273,283533,800028,139196,588994,336649,252345,750036,"1.Chamar etc.",101358,"2.Julaha etc.",34875,"3.Lohar",26608,"1.Hindus",1301544,"2.Muslims",15951,"3.Buddhists",10615,"1.Bhot etc.","1358","2.Generic Tribes etc.","71","3.Pangwala","55","1.Dharmsala (M Cl)",19124,"2.YOI (CB)",10775,"3.Kangra (M Cl)",9156,3619,3619,3617,3602,"1455","75",1869,"725","466","9","786","48","430",2346,"2127","1767","2220",37.5,60.4,2.1
"175","HP","District Lahul & Spiti (03), Himachal Pradesh (02)",33224,18441,14783,"6.17","33224","-",NA,NA,7999,4,802,961,"24238","72.95",21609,13726,7883,73.1,82.82,60.7,21609,1333,5282,5439,3288,5098,1164,2547,5764,21990,2923,21088,19209,1879,12136,"1.Chanal",1286,"2.Lohar",872,"3.Hesi",170,"1.Buddhists",19535,"2.Hindus",13428,"3.Muslims",134,"1.Bhot etc.","17215","2.Swangla","6778","3.Lahaula","88","No Urban Area",NA,NA,NA,NA,NA,287,287,266,250,"241","-",189,"57","42","1","65","9","34",77,"167","87","156",21.8,42.7,35
"176","HP","District Kullu (04), Himachal Pradesh (02)",381571,198016,183555,"25.6","351478","30093",NA,NA,76902,5,927,959,"11351","2.97",239649,143655,95994,72.9,83.98,60.88,239649,3747,65666,68910,35947,53725,11636,36725,89355,227149,28342,216513,166715,49798,165058,"1.Kori etc.",75911,"2.Lohar",15497,"3.Chamar etc.",6111,"1.Hindus",363646,"2.Buddhists",13789,"3.Muslims",1788,"1.Bhot etc.","5407","2.Swangla","2106","3.Kanaura etc.","1461","1.Kullu",30093,"2.Kullu (M Cl)",18306,"3.Manali (NP)",6265,172,172,172,172,"123","2",171,"122","96","-","140","13","98",163,"111","82","112",87.9,11,1.1
"177","HP","District Mandi (05), Himachal Pradesh (02)",901344,447872,453472,"16.05","840362","60982",NA,NA,182378,5,1013,918,"10564","1.17",587884,331171,256713,75.24,85.94,64.82,587884,7906,119193,165195,95535,173205,26714,85369,196391,535660,83924,454292,269076,185216,447052,"1.Kori etc.",86686,"2.Chamar etc.",62556,"3.Lohar",49872,"1.Hindus",885097,"2.Muslims",8309,"3.Sikhs",4753,"1.Gujjar","9395","2.Gaddi","600","3.Kanaura etc.","182","1.Mandi (M Cl)",26873,"2.Sundarnagar (M Cl)",23986,"3.Jogindarnagar (NP)",5048,2833,2833,2833,2827,"1225","49",1621,"498","315","3","533","45","309",1803,"1207","748","1363",82.5,16.9,0.6
"178","HP","District Hamirpur (06), Himachal Pradesh (02)",412700,196593,216107,"11.62","382494","30206",NA,NA,86771,5,1099,850,"155","0.04",298498,152537,145961,82.46,90.15,75.7,298498,2529,44767,79284,59251,96848,15783,36232,85853,240029,50586,205405,119870,85535,207295,"1.Chamar etc.",48047,"2.Julaha etc.",21927,"3.Lohar",10402,"1.Hindus",408130,"2.Muslims",3489,"3.Sikhs",547,"1.Generic Tribes etc.","109","2.Jad etc.","16","3.Kanaura etc.","12","1.Hamirpur (M Cl)",17252,"2.Tira Sujanpur (NP)",7077,"3.Nadaun (NP)",4405,1635,1635,1634,1619,"370","7",555,"224","163","3","289","16","153",1422,"891","733","930",41.1,56.8,2.1
"179","HP","District Una (07), Himachal Pradesh (02)",448273,224524,223749,"18.43","408849","39424",NA,NA,88181,5,997,837,"51","0.01",312278,168450,143828,80.37,87.73,73.18,312278,3377,55738,88129,57583,93782,13646,42138,97088,259046,50001,201658,119050,82608,246615,"1.Chamar etc.",60180,"2.Julaha etc.",13624,"3.Lohar",10723,"1.Hindus",412491,"2.Sikhs",23372,"3.Muslims",11632,"1.Kanaura etc.","25","2.Generic Tribes etc.","22","3.Lahaula","3","1.Una (M Cl)",15900,"2.Mehatpur Basdehra (NP)",8681,"3.Santokhgarh (NP)",8308,758,758,756,756,"389","26",415,"193","145","4","284","12","131",675,"489","450","555",67.2,25.5,7.4
"180","HP","District Bilaspur (08), Himachal Pradesh (02)",340885,171263,169622,"15.35","318934","21951",NA,NA,65750,5,990,881,"9180","2.69",231733,127738,103995,77.76,86.04,69.55,231733,3082,38795,67592,42373,68148,11726,30878,71841,201734,36432,166708,110652,56056,174177,NA,45068,NA,19935,NA,8966,NA,331772,NA,5938,NA,2696,"1.Gujjar","9108","2.Jad etc.","24","3.Gaddi","18","(M Cl)",13058,NA,5721,"(NP)",2011,965,965,963,962,"370","16",544,"168","102","1","230","19","135",674,"574","513","572",70.5,27.9,1.6
"181","HP","District Solan (09), Himachal Pradesh (02)",500557,270291,230266,"30.64","409362","91195",NA,NA,99317,5,852,900,"3542","0.71",332410,199444,132966,76.57,84.75,66.89,332410,4363,62747,88573,58832,94957,22900,47189,103238,312929,37201,263445,172274,91171,237112,NA,52147,NA,35801,NA,19496,NA,475595,NA,11479,NA,11053,"1.Gujjar","2891","2.Kanaura etc.","469","3.Generic Tribes etc.","67","(M Cl)",34206,"(NP)",22601,NA,9443,2388,2386,2332,2383,"1535","169",798,"227","129","1","310","20","178",1783,"1210","783","1344",69.9,25.6,4.6
"182","HP","District Sirmaur (10), Himachal Pradesh (02)",458593,241299,217294,"20.72","410923","47670",NA,NA,81441,6,901,934,"5960","1.3",274643,163415,111228,70.39,79.36,60.37,274643,5362,78462,82376,41188,54470,12755,48301,110941,264905,34446,225872,175913,49959,232721,NA,82249,NA,17049,NA,10247,NA,418214,NA,25618,NA,12105,"1.Gujjar","5837","2.Kanaura etc.","54","3.Gaddi","21",NA,26053,"(M Cl)",19090,NA,2527,966,966,952,964,"576","27",694,"227","121","1","254","23","140",652,"523","317","511",77.6,17.1,5.3
"183","HP","District Shimla (11), Himachal Pradesh (02)",722502,380996,341506,"16.9","555269","167233",NA,NA,154693,5,896,929,"4112","0.57",504330,293745,210585,79.12,87.19,70.07,504330,11640,97060,114805,78995,153284,48464,59305,149801,455784,57612,370223,305709,64514,352279,"1.Kori etc.",139006,"2.Chamar etc.",10566,"3.Lohar",8774,"1.Hindus",704150,"2.Muslims",8493,"3.Sikhs",4825,"1.Kanaura etc.","3024","2.Bhot etc.","520","3.Generic Tribes etc.","282","1.Shimla (M Corp.)",142555,"2.Rohru (NP)",6607,"3.Rampur (M Cl)",5653,2520,2519,2493,2508,"1921","69",1363,"453","288","3","396","53","256",1806,"938","477","1218",83.2,14.6,2.2
"184","HP","District Kinnaur (12), Himachal Pradesh (02)",78334,42173,36161,"17.79","78334","-",NA,NA,18641,4,857,979,"56268","71.83",51913,31589,20324,75.2,84.3,64.4,51913,775,13424,14945,9158,11537,2069,6691,15631,48750,7262,47811,40313,7498,30523,"1.Kori etc.",3335,"2.Julaha etc.",1138,"3.Chamar etc.",1130,"1.Hindus",58021,"2.Buddhists",19405,"3.Christians",324,"1.Kanaura etc.","55973","2.Bhot etc.","130","3.Jad etc.","74","No Urban Area",NA,NA,NA,NA,NA,234,196,188,232,"160","6",158,"76","60","1","77","17","32",150,"90","78","138",48.9,45.1,5.9
"185","Jharkhand","District Garhwa * (01), Jharkhand (20)",1035464,535332,500132,"29.05","992825",NA,NA,NA,174264,6,934,962,"158959","15.35",317078,228151,88927,39.21,54.36,22.87,317078,13092,100712,92857,48324,51170,10916,150755,309986,505880,68843,402921,231057,171864,632543,"1.Chamar etc.",88954,"2.Bhuiya",66548,"3.Dusadh etc.",47932,"1.Hindus",867775,"2.Muslims",149102,"3.Christians",12353,"1.Kharwar","72632","2.Oraon","41726","3.Korwa","19234","1.Garhwa (M)",36686,"2.Sinduria (CT)",5953,NA,NA,858,858,849,190,"139","58",566,"155","42","2","116","18","54",126,"99","180","800",8.9,90.4,0.7
